model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 CLA Class,2016.0,18500,Automatic,30106.0,Diesel,125.0,58.9,2.1
 B Class,2019.0,24589,Semi-Auto,1000.0,Diesel,145.0,55.4,2.0
 C Class,2016.0,13000,Automatic,53065.0,Diesel,20.0,65.7,2.1
 E Class,2020.0,35480,Semi-Auto,1989.0,Diesel,145.0,42.8,2.0
 A Class,2016.0,13900,Manual,37360.0,Diesel,30.0,62.8,2.1
 A Class,2019.0,22980,Semi-Auto,13854.0,Diesel,145.0,67.3,1.5
 C Class,2019.0,29249,Semi-Auto,1768.0,Diesel,145.0,57.7,2.0
 CL Class,2014.0,15830,Manual,30110.0,Diesel,30.0,64.2,1.8
 A Class,2016.0,15800,Manual,19829.0,Diesel,20.0,68.9,1.5
 GLA Class,2019.0,22099,Semi-Auto,21131.0,Diesel,145.0,67.3,2.1
 C Class,2015.0,13361,Semi-Auto,35034.0,Petrol,125.0,53.3,2.0
 GLC Class,2017.0,24250,Semi-Auto,24168.0,Diesel,125.0,56.5,2.1
 B Class,2016.0,11495,Manual,52803.0,Diesel,20.0,68.9,1.5
 B Class,2018.0,13495,Semi-Auto,31500.0,Diesel,150.0,70.6,1.5
 C Class,2018.0,21000,Semi-Auto,16424.0,Diesel,145.0,64.2,2.1
 V Class,2015.0,23000,Semi-Auto,69172.0,Diesel,200.0,45.6,2.2
 E Class,2019.0,24999,Semi-Auto,13423.0,Diesel,145.0,72.4,2.0
 GLC Class,2017.0,27892,Semi-Auto,34121.0,Diesel,145.0,56.5,2.1
 A Class,2019.0,22000,Semi-Auto,6686.0,Diesel,145.0,67.3,1.5
 C Class,2008.0,4995,Automatic,90000.0,Diesel,260.0,42.2,2.1
 GLS Class,2017.0,38000,Automatic,11575.0,Diesel,150.0,37.2,3.0
 A Class,2019.0,20596,Automatic,7655.0,Petrol,145.0,53.3,1.3
 C Class,2019.0,30000,Semi-Auto,8750.0,Diesel,145.0,57.7,2.0
 C Class,2016.0,19440,Semi-Auto,29409.0,Hybrid,0.0,134.5,2.0
 A Class,2017.0,17695,Automatic,7145.0,Diesel,145.0,74.3,1.5
 GLA Class,2019.0,25995,Semi-Auto,4538.0,Petrol,150.0,48.7,1.6
 C Class,2020.0,33111,Semi-Auto,4000.0,Diesel,150.0,64.2,2.0
 E Class,2018.0,20399,Automatic,33059.0,Diesel,145.0,65.7,2.0
 A Class,2017.0,15950,Manual,20013.0,Petrol,145.0,51.4,1.6
 B Class,2019.0,27480,Semi-Auto,7586.0,Diesel,145.0,54.3,2.0
 A Class,2019.0,20130,Semi-Auto,5263.0,Petrol,145.0,53.3,1.3
 E Class,2019.0,38398,Automatic,275.0,Diesel,145.0,43.5,3.0
 C Class,2015.0,16270,Automatic,38444.0,Petrol,145.0,49.6,2.0
 C Class,2012.0,9124,Automatic,60586.0,Diesel,145.0,56.5,2.1
 GLC Class,2019.0,43489,Automatic,100.0,Petrol,145.0,34.0,3.0
 C Class,2019.0,29699,Semi-Auto,2228.0,Petrol,145.0,42.2,1.6
 SL CLASS,2016.0,18991,Semi-Auto,11813.0,Diesel,30.0,70.6,2.1
 E Class,2014.0,13990,Semi-Auto,49491.0,Diesel,125.0,57.7,2.1
 GL Class,2016.0,31988,Automatic,37989.0,Diesel,330.0,36.2,3.0
 S Class,2016.0,79950,Semi-Auto,25317.0,Petrol,570.0,24.1,6.0
 GLC Class,2019.0,39980,Semi-Auto,3999.0,Diesel,145.0,40.9,2.0
 C Class,2019.0,26399,Semi-Auto,9961.0,Diesel,145.0,61.4,2.0
 CL Class,2019.0,23299,Semi-Auto,2786.0,Petrol,145.0,44.1,1.6
 C Class,2019.0,25749,Semi-Auto,11473.0,Petrol,145.0,47.1,1.5
 CL Class,2019.0,26799,Semi-Auto,4276.0,Petrol,145.0,38.2,2.0
 CLS Class,2019.0,43490,Automatic,4011.0,Diesel,145.0,47.9,2.9
 A Class,2018.0,22022,Semi-Auto,3512.0,Petrol,145.0,53.3,1.3
 C Class,2014.0,14000,Manual,14436.0,Petrol,125.0,52.3,2.0
 C Class,2019.0,36980,Automatic,9.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,15000,Automatic,76200.0,Diesel,30.0,61.4,2.1
 C Class,2019.0,25980,Semi-Auto,11581.0,Diesel,145.0,58.9,2.0
 E Class,2020.0,41149,Semi-Auto,1000.0,Diesel,145.0,57.7,2.0
 C Class,2019.0,37899,Semi-Auto,7411.0,Petrol,145.0,29.4,3.0
 C Class,2019.0,36980,Semi-Auto,16.0,Diesel,145.0,61.4,2.0
 A Class,2016.0,13299,Manual,35883.0,Diesel,20.0,72.4,1.5
 C Class,2015.0,14850,Semi-Auto,44458.0,Diesel,30.0,64.2,2.1
 GL Class,2014.0,14499,Manual,23888.0,Diesel,30.0,62.8,2.1
 C Class,2019.0,29099,Semi-Auto,8205.0,Diesel,145.0,57.7,2.0
 A Class,2020.0,28490,Semi-Auto,768.0,Diesel,145.0,56.5,2.0
 GLC Class,2020.0,34999,Semi-Auto,2271.0,Diesel,145.0,44.8,2.0
 C Class,2015.0,17130,Automatic,59549.0,Hybrid,0.0,76.4,2.1
 B Class,2019.0,22199,Semi-Auto,12733.0,Petrol,145.0,45.6,1.3
 C Class,2016.0,21999,Semi-Auto,20801.0,Diesel,30.0,64.2,2.1
 A Class,2019.0,24980,Manual,16.0,Petrol,145.0,47.1,1.3
 C Class,2019.0,29990,Automatic,6542.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,20980,Semi-Auto,13645.0,Diesel,145.0,61.4,2.0
 E Class,2019.0,35980,Semi-Auto,9.0,Diesel,145.0,45.6,2.0
 E Class,2013.0,9990,Automatic,82000.0,Diesel,200.0,47.1,3.0
 C Class,2019.0,22800,Semi-Auto,19526.0,Petrol,145.0,45.6,1.5
 A Class,2013.0,10664,Semi-Auto,43292.0,Diesel,30.0,65.7,1.8
 G Class,2020.0,159999,Semi-Auto,1350.0,Petrol,145.0,21.4,4.0
 C Class,2019.0,31529,Automatic,1000.0,Diesel,145.0,51.4,2.0
 E Class,2019.0,29399,Automatic,8181.0,Diesel,145.0,58.9,2.0
 GLA Class,2019.0,24999,Semi-Auto,2666.0,Diesel,145.0,64.2,2.1
 C Class,2019.0,30799,Semi-Auto,3721.0,Diesel,145.0,57.7,2.0
 A Class,2019.0,22399,Semi-Auto,4028.0,Diesel,145.0,56.5,2.0
 C Class,2019.0,32499,Semi-Auto,1303.0,Petrol,145.0,46.3,1.5
 A Class,2019.0,24199,Semi-Auto,2885.0,Diesel,145.0,67.3,1.5
 GLS Class,2017.0,38250,Automatic,7736.0,Diesel,150.0,37.2,3.0
 GLC Class,2016.0,25998,Semi-Auto,21677.0,Diesel,125.0,56.5,2.1
 A Class,2014.0,10489,Manual,70360.0,Diesel,125.0,61.4,1.8
 GLA Class,2019.0,24999,Semi-Auto,1000.0,Diesel,145.0,64.2,2.1
 E Class,2019.0,32455,Semi-Auto,8466.0,Diesel,145.0,70.6,2.0
 C Class,2017.0,34981,Semi-Auto,28174.0,Petrol,300.0,33.6,4.0
 E Class,2019.0,25399,Automatic,11290.0,Diesel,145.0,72.4,2.0
 GLC Class,2019.0,45881,Automatic,4766.0,Petrol,145.0,31.7,2.0
 C Class,2017.0,21400,Automatic,26000.0,Diesel,145.0,61.4,2.1
 A Class,2017.0,16000,Manual,23280.0,Diesel,150.0,68.9,1.5
 C Class,2019.0,34099,Semi-Auto,1000.0,Petrol,145.0,42.2,2.0
 V Class,2019.0,45394,Automatic,147.0,Diesel,145.0,36.2,2.0
 CLS Class,2015.0,16498,Semi-Auto,39858.0,Diesel,125.0,56.5,2.1
 C Class,2016.0,19998,Automatic,40500.0,Hybrid,0.0,134.5,2.0
 A Class,2019.0,24711,Semi-Auto,3653.0,Petrol,150.0,53.3,1.3
 C Class,2016.0,38349,Semi-Auto,22000.0,Petrol,300.0,34.5,4.0
 E Class,2016.0,17900,Automatic,35101.0,Diesel,125.0,58.9,2.1
 GLA Class,2017.0,19990,Semi-Auto,14577.0,Diesel,125.0,56.5,2.1
 E Class,2019.0,27980,Semi-Auto,13975.0,Diesel,145.0,65.7,2.0
 C Class,2019.0,19899,Semi-Auto,13516.0,Petrol,145.0,46.3,1.5
 E Class,2017.0,22444,Automatic,10547.0,Diesel,165.0,52.3,3.0
 CL Class,2016.0,14500,Semi-Auto,87571.0,Diesel,20.0,67.3,2.1
 E Class,2017.0,18660,Semi-Auto,30007.0,Diesel,145.0,72.4,2.0
 C Class,2020.0,67999,Semi-Auto,1500.0,Petrol,145.0,28.0,4.0
 GLC Class,2017.0,25291,Automatic,29312.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,26601,Automatic,9949.0,Diesel,150.0,64.2,2.0
 E Class,2014.0,11250,Automatic,98514.0,Diesel,165.0,51.4,2.1
 GLC Class,2016.0,31490,Automatic,43500.0,Petrol,305.0,34.0,3.0
 A Class,2020.0,26499,Semi-Auto,2600.0,Petrol,145.0,53.3,1.3
 C Class,2019.0,29950,Semi-Auto,9613.0,Diesel,150.0,61.4,2.0
 GLA Class,2016.0,18990,Semi-Auto,27850.0,Diesel,125.0,56.5,2.1
 CLA Class,2017.0,15600,Manual,22171.0,Petrol,145.0,51.4,1.6
 A Class,2020.0,25961,Manual,871.0,Petrol,145.0,44.8,1.3
 E Class,2019.0,24480,Semi-Auto,14487.0,Diesel,145.0,72.4,2.0
 GLA Class,2016.0,25499,Semi-Auto,36298.0,Petrol,235.0,38.2,2.0
 E Class,2019.0,43519,Automatic,1000.0,Petrol,145.0,29.7,3.0
 GLC Class,2018.0,28172,Semi-Auto,10149.0,Diesel,145.0,56.5,2.1
 E Class,2019.0,27980,Semi-Auto,13924.0,Diesel,145.0,65.7,2.0
 C Class,2017.0,18998,Semi-Auto,27493.0,Hybrid,0.0,78.5,2.1
 A Class,2017.0,13999,Manual,24556.0,Diesel,145.0,72.4,1.5
 C Class,2019.0,28180,Automatic,11487.0,Diesel,145.0,57.7,2.0
 SL CLASS,2017.0,20450,Automatic,15580.0,Diesel,30.0,70.6,2.1
 C Class,2014.0,14498,Semi-Auto,39442.0,Diesel,20.0,64.2,2.1
 C Class,2019.0,24299,Automatic,5098.0,Petrol,145.0,44.1,1.5
 C Class,2019.0,25549,Semi-Auto,14923.0,Diesel,145.0,61.4,2.0
 A Class,2017.0,13500,Automatic,33069.0,Diesel,150.0,76.4,1.5
 E Class,2017.0,20998,Semi-Auto,17751.0,Diesel,150.0,52.3,3.0
 A Class,2018.0,16799,Manual,15155.0,Diesel,145.0,68.9,1.5
 GLA Class,2018.0,25980,Semi-Auto,9452.0,Diesel,145.0,56.5,2.1
 SLK,2008.0,5980,Automatic,60000.0,Petrol,280.0,34.4,1.8
 E Class,2016.0,18500,Automatic,49000.0,Diesel,20.0,72.4,2.0
 E Class,2017.0,34980,Semi-Auto,26129.0,Petrol,300.0,32.8,3.0
 C Class,2018.0,19799,Automatic,20173.0,Diesel,145.0,61.4,2.1
 GLC Class,2016.0,23980,Semi-Auto,44293.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,45980,Semi-Auto,3830.0,Petrol,145.0,29.7,3.0
 C Class,2019.0,24190,Automatic,13733.0,Petrol,145.0,46.3,1.5
 GLC Class,2019.0,38995,Automatic,2500.0,Diesel,150.0,40.9,2.0
 C Class,2019.0,28995,Semi-Auto,100.0,Diesel,145.0,64.2,2.0
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 A Class,2016.0,13940,Manual,37531.0,Diesel,20.0,68.9,1.5
 CLS Class,2018.0,31026,Automatic,17663.0,Diesel,145.0,48.7,2.9
 GLE Class,2016.0,35402,Automatic,39739.0,Diesel,305.0,39.2,3.0
 GLA Class,2018.0,21550,Automatic,20349.0,Petrol,145.0,48.7,1.6
 B Class,2020.0,22980,Semi-Auto,16.0,Diesel,145.0,55.4,2.0
 E Class,2017.0,21999,Semi-Auto,11630.0,Diesel,145.0,72.4,2.0
 C Class,2017.0,14700,Manual,31357.0,Diesel,150.0,70.6,1.6
 A Class,2019.0,18849,Manual,2000.0,Diesel,145.0,68.9,1.5
 GLA Class,2016.0,17999,Semi-Auto,36249.0,Diesel,125.0,56.6,2.1
 E Class,2017.0,15800,Automatic,72462.0,Diesel,145.0,67.3,2.0
 A Class,2018.0,15000,Manual,18841.0,Petrol,150.0,51.4,1.6
 C Class,2019.0,27699,Automatic,5307.0,Diesel,145.0,60.1,1.6
 GLA Class,2018.0,19399,Manual,12471.0,Diesel,145.0,64.2,2.1
 S Class,2019.0,53999,Semi-Auto,3835.0,Diesel,145.0,52.3,3.0
 GLA Class,2016.0,20412,Automatic,16429.0,Diesel,125.0,56.5,2.1
 GLA Class,2014.0,13995,Semi-Auto,40423.0,Diesel,30.0,62.8,2.1
 A Class,2016.0,10500,Manual,62528.0,Diesel,30.0,64.2,2.1
 E Class,2020.0,36980,Semi-Auto,9.0,Diesel,145.0,45.6,2.0
 B Class,2019.0,26999,Semi-Auto,8623.0,Diesel,145.0,54.3,2.0
 SL CLASS,2017.0,18250,Semi-Auto,30266.0,Diesel,30.0,70.6,2.1
 CLS Class,2016.0,22684,Automatic,32611.0,Diesel,165.0,49.6,3.0
 E Class,2019.0,25764,Semi-Auto,7534.0,Diesel,145.0,67.3,2.0
 GLC Class,2015.0,21999,Automatic,48500.0,Diesel,125.0,56.5,2.1
 GLE Class,2020.0,64359,Semi-Auto,1000.0,Petrol,145.0,29.5,3.0
 A Class,2018.0,19891,Semi-Auto,25677.0,Petrol,150.0,53.3,1.3
 CLS Class,2015.0,20490,Automatic,29766.0,Diesel,160.0,51.4,3.0
 C Class,2019.0,23990,Automatic,14271.0,Petrol,145.0,46.3,1.5
 C Class,2019.0,32998,Semi-Auto,2878.0,Petrol,145.0,42.2,2.0
 GLC Class,2017.0,29151,Semi-Auto,30744.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,17799,Automatic,53613.0,Diesel,30.0,64.2,2.1
 C Class,2019.0,26149,Semi-Auto,11357.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,31945,Automatic,34765.0,Petrol,260.0,35.3,3.0
 GLA Class,2019.0,24999,Semi-Auto,10900.0,Petrol,145.0,36.2,1.6
 GLC Class,2017.0,28980,Semi-Auto,21112.0,Diesel,145.0,56.5,2.1
 GLE Class,2019.0,57633,Automatic,10340.0,Diesel,145.0,32.5,3.0
 GLC Class,2019.0,42495,Automatic,8999.0,Petrol,145.0,34.0,3.0
 CL Class,2019.0,26099,Automatic,5802.0,Diesel,145.0,51.4,2.2
 GLC Class,2019.0,35099,Semi-Auto,5486.0,Diesel,145.0,56.5,2.1
 CL Class,2015.0,14550,Semi-Auto,30369.0,Diesel,20.0,62.8,2.1
 E Class,2018.0,21995,Semi-Auto,26569.0,Diesel,145.0,72.4,2.0
 A Class,2020.0,26000,Manual,4000.0,Petrol,145.0,44.1,1.3
 E Class,2017.0,18798,Semi-Auto,42177.0,Diesel,145.0,72.4,2.0
 C Class,2015.0,14500,Automatic,32712.0,Diesel,20.0,65.7,2.1
 A Class,2018.0,16047,Automatic,20495.0,Petrol,145.0,52.3,1.6
 C Class,2018.0,24991,Automatic,6001.0,Petrol,145.0,52.3,2.0
 GLA Class,2016.0,17995,Semi-Auto,16919.0,Diesel,125.0,56.5,2.1
 E Class,2016.0,19799,Semi-Auto,19198.0,Diesel,20.0,72.4,2.0
 SLK,2004.0,4990,Automatic,62744.0,Petrol,325.0,30.7,2.0
 E Class,2019.0,31249,Semi-Auto,9379.0,Diesel,145.0,70.6,2.0
 A Class,2016.0,16592,Manual,18922.0,Diesel,20.0,68.9,1.5
 A Class,2019.0,23987,Automatic,3855.0,Petrol,145.0,28.5,1.3
 C Class,2017.0,26949,Automatic,28058.0,Petrol,145.0,40.9,2.0
 A Class,2020.0,25890,Semi-Auto,1499.0,Petrol,145.0,53.3,1.3
 GLC Class,2019.0,47980,Semi-Auto,3958.0,Petrol,145.0,27.4,3.0
 C Class,2017.0,20200,Semi-Auto,21462.0,Diesel,145.0,61.4,2.1
 C Class,2019.0,29799,Semi-Auto,9168.0,Diesel,145.0,57.7,2.0
 A Class,2020.0,24990,Semi-Auto,2044.0,Diesel,145.0,62.8,1.5
 CLS Class,2019.0,43640,Automatic,2682.0,Diesel,145.0,48.7,2.9
 E Class,2015.0,14995,Automatic,27986.0,Diesel,125.0,57.7,2.2
 E Class,2015.0,13547,Automatic,40925.0,Diesel,125.0,57.7,2.1
 C Class,2019.0,20980,Semi-Auto,4908.0,Petrol,145.0,44.1,1.5
 GLE Class,2018.0,38881,Semi-Auto,13758.0,Petrol,145.0,31.7,3.0
 GLA Class,2016.0,16500,Manual,36053.0,Diesel,30.0,64.2,2.1
 C Class,2017.0,22649,Semi-Auto,42165.0,Diesel,30.0,65.7,2.1
 GLC Class,2020.0,37659,Semi-Auto,1000.0,Diesel,145.0,40.9,2.0
 GLC Class,2020.0,39980,Semi-Auto,3999.0,Petrol,145.0,32.1,2.0
 A Class,2017.0,17891,Semi-Auto,21844.0,Diesel,150.0,68.9,2.1
 C Class,2019.0,20299,Semi-Auto,14973.0,Diesel,145.0,61.4,2.0
 GLA Class,2017.0,16500,Manual,31679.0,Diesel,145.0,67.3,2.1
 E Class,2017.0,19395,Semi-Auto,22767.0,Diesel,145.0,72.4,2.0
 C Class,2019.0,30149,Semi-Auto,6362.0,Diesel,145.0,64.2,2.0
 A Class,2019.0,24462,Semi-Auto,4846.0,Petrol,145.0,53.3,1.3
 A Class,2019.0,19290,Automatic,14408.0,Diesel,145.0,65.7,1.5
 A Class,2019.0,34799,Semi-Auto,3778.0,Petrol,150.0,35.3,2.0
 B Class,2019.0,20995,Semi-Auto,11975.0,Petrol,145.0,45.6,1.3
 C Class,2019.0,19799,Semi-Auto,14311.0,Petrol,145.0,46.3,1.5
 GLA Class,2015.0,17498,Semi-Auto,30154.0,Diesel,125.0,55.4,2.1
 CLS Class,2016.0,21998,Semi-Auto,20306.0,Diesel,165.0,51.4,3.0
 M Class,2014.0,19662,Semi-Auto,38833.0,Diesel,200.0,44.8,2.1
 GLE Class,2017.0,28991,Semi-Auto,17314.0,Diesel,145.0,47.9,2.1
 E Class,2019.0,36995,Semi-Auto,9325.0,Diesel,145.0,46.3,3.0
 A Class,2019.0,24919,Semi-Auto,2904.0,Petrol,145.0,53.3,1.3
 B Class,2016.0,11490,Manual,58784.0,Diesel,30.0,65.7,2.1
 C Class,2016.0,20700,Semi-Auto,27890.0,Diesel,20.0,67.3,2.1
 A Class,2016.0,26789,Semi-Auto,39044.0,Petrol,200.0,40.9,2.0
 E Class,2011.0,9995,Automatic,90000.0,Diesel,235.0,43.5,3.0
 C Class,2014.0,16360,Semi-Auto,46425.0,Diesel,30.0,64.2,2.1
 E Class,2019.0,28871,Semi-Auto,8529.0,Diesel,150.0,61.4,2.0
 GLA Class,2017.0,17000,Manual,26000.0,Petrol,145.0,48.7,1.6
 A Class,2017.0,13500,Automatic,37014.0,Diesel,150.0,74.3,1.5
 CLA Class,2016.0,28944,Automatic,30500.0,Petrol,205.0,40.9,2.0
 GLA Class,2016.0,16991,Semi-Auto,46713.0,Diesel,125.0,56.5,2.1
 A Class,2013.0,9691,Manual,57530.0,Petrol,145.0,49.6,1.6
 E Class,2019.0,24480,Semi-Auto,12065.0,Diesel,145.0,72.4,2.0
 C Class,2015.0,17435,Automatic,33384.0,Diesel,125.0,60.1,2.1
 E Class,2019.0,24849,Semi-Auto,13910.0,Diesel,145.0,72.4,2.0
 GLS Class,2016.0,41750,Automatic,30448.0,Diesel,300.0,37.2,3.0
 GLC Class,2019.0,37980,Semi-Auto,16.0,Diesel,145.0,40.9,2.0
 GLC Class,2019.0,31999,Semi-Auto,3867.0,Diesel,145.0,56.5,2.1
 S Class,2015.0,28498,Semi-Auto,15293.0,Diesel,200.0,48.7,3.0
 B Class,2020.0,23995,Manual,9.0,Petrol,145.0,44.8,1.3
 B Class,2019.0,19345,Automatic,14082.0,Petrol,145.0,45.6,1.3
 GLC Class,2019.0,35800,Semi-Auto,3251.0,Diesel,145.0,40.9,2.0
 GLC Class,2017.0,24695,Semi-Auto,33620.0,Diesel,145.0,56.5,2.1
 GLC Class,2017.0,25998,Automatic,30859.0,Diesel,145.0,56.5,2.1
 A Class,2019.0,22339,Semi-Auto,4040.0,Diesel,145.0,65.7,1.5
 C Class,2019.0,29199,Semi-Auto,1357.0,Petrol,145.0,46.3,1.5
 C Class,2019.0,42990,Automatic,5545.0,Petrol,145.0,29.7,3.0
 GLE Class,2019.0,48980,Semi-Auto,4056.0,Diesel,145.0,36.7,2.0
 E Class,2019.0,24799,Semi-Auto,14145.0,Diesel,145.0,72.4,2.0
 C Class,2016.0,15900,Automatic,21606.0,Diesel,20.0,64.2,2.1
 C Class,2016.0,12795,Automatic,100000.0,Hybrid,0.0,134.5,2.0
 C Class,2019.0,29500,Semi-Auto,6643.0,Petrol,145.0,44.1,2.0
 V Class,2019.0,40890,Automatic,4170.0,Diesel,145.0,44.1,2.1
 A Class,2019.0,21690,Automatic,11309.0,Diesel,145.0,56.5,2.0
 V Class,2018.0,20498,Manual,21681.0,Diesel,145.0,46.3,2.1
 GLA Class,2015.0,22500,Semi-Auto,50012.0,Petrol,235.0,37.7,2.0
 C Class,2017.0,17999,Semi-Auto,37564.0,Hybrid,0.0,134.5,2.0
 GL Class,2015.0,31723,Automatic,31112.0,Diesel,330.0,36.2,3.0
 GLC Class,2019.0,31480,Semi-Auto,3068.0,Diesel,145.0,47.9,2.0
 C Class,2013.0,11998,Semi-Auto,30035.0,Petrol,160.0,44.8,1.6
 S Class,2019.0,54999,Automatic,2075.0,Diesel,145.0,52.3,2.9
 CL Class,2016.0,16120,Manual,41115.0,Diesel,20.0,67.3,2.1
 GLE Class,2017.0,31990,Semi-Auto,17599.0,Diesel,150.0,42.8,3.0
 CL Class,2019.0,24799,Semi-Auto,200.0,Petrol,145.0,44.1,1.6
 SL CLASS,2016.0,20498,Semi-Auto,10643.0,Diesel,30.0,70.6,2.1
 C Class,2017.0,15990,Automatic,49000.0,Diesel,145.0,61.4,2.1
 GLA Class,2019.0,25899,Automatic,5647.0,Diesel,145.0,56.5,2.1
 E Class,2016.0,20498,Semi-Auto,37915.0,Diesel,160.0,51.4,3.0
 C Class,2019.0,23250,Automatic,15349.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,19599,Semi-Auto,68770.0,Hybrid,0.0,74.3,2.1
 A Class,2016.0,13999,Manual,34033.0,Diesel,20.0,68.9,1.5
 C Class,2019.0,24700,Semi-Auto,12944.0,Diesel,145.0,61.4,2.0
 C Class,2015.0,18610,Automatic,14750.0,Diesel,30.0,64.2,2.1
 E Class,2020.0,37950,Semi-Auto,298.0,Diesel,150.0,42.8,2.0
 E Class,2019.0,26499,Semi-Auto,13304.0,Diesel,145.0,72.4,2.0
 C Class,2015.0,13390,Automatic,88218.0,Hybrid,0.0,76.4,2.1
 V Class,2019.0,20691,Automatic,18398.0,Diesel,150.0,48.7,2.1
 A Class,2016.0,15498,Semi-Auto,63402.0,Diesel,20.0,68.9,2.1
 A Class,2019.0,22980,Automatic,12710.0,Diesel,145.0,67.3,1.5
 A Class,2018.0,16999,Automatic,21033.0,Diesel,145.0,65.7,1.5
 CLC Class,2010.0,5975,Automatic,44662.0,Petrol,300.0,35.8,1.6
 E Class,2020.0,44500,Automatic,3365.0,Diesel,145.0,47.1,2.9
 C Class,2016.0,21440,Semi-Auto,26600.0,Diesel,20.0,67.3,2.1
 GLA Class,2019.0,24539,Semi-Auto,2198.0,Diesel,145.0,64.2,2.1
 C Class,2019.0,25699,Semi-Auto,11805.0,Petrol,145.0,47.1,1.5
 GLA Class,2017.0,20282,Semi-Auto,23217.0,Diesel,150.0,56.5,2.1
 B Class,2019.0,23750,Automatic,278.0,Diesel,145.0,55.4,2.0
 A Class,2018.0,17990,Semi-Auto,20238.0,Petrol,145.0,53.3,1.3
 A Class,2019.0,19250,Semi-Auto,15016.0,Diesel,145.0,68.9,1.5
 GLC Class,2018.0,24750,Automatic,21960.0,Diesel,150.0,56.5,2.1
 C Class,2019.0,24495,Semi-Auto,10000.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,43199,Semi-Auto,9551.0,Petrol,145.0,29.1,3.0
 B Class,2019.0,20980,Automatic,14345.0,Petrol,150.0,45.6,1.3
 E Class,2016.0,20782,Semi-Auto,18216.0,Diesel,160.0,52.3,3.0
 C Class,2015.0,17495,Semi-Auto,33425.0,Diesel,30.0,64.2,2.1
 A Class,2019.0,23549,Automatic,8854.0,Petrol,145.0,53.3,1.3
 CLS Class,2016.0,21950,Automatic,50000.0,Petrol,235.0,39.2,3.5
 CL Class,2015.0,13940,Manual,82732.0,Petrol,125.0,50.4,1.6
 M Class,2004.0,1995,Semi-Auto,165000.0,Petrol,330.0,20.0,3.7
 C Class,2019.0,31980,Semi-Auto,9.0,Diesel,145.0,61.4,2.0
 CL Class,2017.0,20124,Semi-Auto,16271.0,Diesel,150.0,67.3,2.1
 GLE Class,2016.0,29999,Semi-Auto,30138.0,Diesel,200.0,47.9,2.1
 C Class,2019.0,29980,Semi-Auto,3049.0,Diesel,145.0,61.4,2.0
 E Class,2018.0,23299,Automatic,20000.0,Diesel,145.0,65.7,2.0
 C Class,2015.0,13854,Automatic,75306.0,Diesel,30.0,64.2,2.1
 GLA Class,2019.0,24172,Semi-Auto,9554.0,Diesel,145.0,67.3,2.1
 C Class,2018.0,29099,Semi-Auto,4898.0,Diesel,145.0,54.3,2.0
 CL Class,2019.0,39099,Semi-Auto,25.0,Petrol,145.0,32.8,2.0
 CL Class,2014.0,14999,Manual,38986.0,Diesel,30.0,64.2,2.1
 C Class,2019.0,25749,Semi-Auto,13789.0,Diesel,145.0,61.4,2.0
 GLA Class,2017.0,15200,Manual,66691.0,Diesel,20.0,67.3,2.1
 GLC Class,2017.0,27950,Automatic,22244.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,29546,Automatic,7990.0,Diesel,145.0,54.3,2.0
 A Class,2018.0,19995,Automatic,6419.0,Diesel,145.0,65.7,1.5
 E Class,2013.0,10636,Automatic,58811.0,Petrol,200.0,42.2,1.8
 A Class,2017.0,17200,Automatic,23593.0,Petrol,145.0,53.3,1.6
 CLS Class,2016.0,21490,Semi-Auto,28415.0,Diesel,160.0,51.4,3.0
 CLS Class,2016.0,20499,Semi-Auto,22525.0,Diesel,125.0,57.7,2.1
 E Class,2019.0,37199,Semi-Auto,5359.0,Diesel,145.0,48.7,3.0
 SLK,2013.0,11991,Semi-Auto,37411.0,Diesel,150.0,56.5,2.0
 C Class,2014.0,11750,Automatic,47183.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,16995,Automatic,20000.0,Diesel,20.0,64.2,2.1
 E Class,2019.0,25480,Semi-Auto,13885.0,Diesel,145.0,72.4,2.0
 SL CLASS,2019.0,31099,Semi-Auto,831.0,Petrol,145.0,47.1,2.0
 C Class,2018.0,21449,Semi-Auto,2684.0,Petrol,145.0,44.1,1.5
 B Class,2014.0,11250,Automatic,31251.0,Diesel,30.0,61.4,2.1
 GLE Class,2019.0,48980,Semi-Auto,6016.0,Diesel,145.0,36.7,2.0
 A Class,2019.0,25490,Semi-Auto,2425.0,Petrol,145.0,53.3,1.3
 C Class,2019.0,27299,Automatic,138.0,Petrol,145.0,45.6,1.5
 E Class,2017.0,20899,Semi-Auto,29500.0,Diesel,145.0,72.4,2.0
 A Class,2015.0,11995,Manual,51087.0,Diesel,30.0,64.2,2.1
 A Class,2019.0,23849,Semi-Auto,5036.0,Petrol,145.0,53.3,1.3
 S Class,2019.0,49980,Semi-Auto,3236.0,Diesel,145.0,52.3,3.0
